DS DTI Eddy MD
0.0
0.9081397588513913
0.7120545237566424
0.9094770789324476
0.0
0.0
0.9779322503110787
0.8851043868888838
0.0
0.8875788304740624
0.044012588245467166
0.8650977806102019
0.8767873667781115
0.0
0.963830125073472
0.0
0.0
0.8216603439533714
0.0
0.0
0.0
0.0
0.4061595988399697
0.0
0.0
0.9390086209176373
0.5407302305772084
0.9267283544316455
0.0
0.7673463351413483
0.8705799479808896
0.0
0.0
0.0
0.8986277715825106
0.7741226318437254
0.0
0.0
0.0
0.0
0.8683094900087814
0.670536133092857
0.8640778983954335
0.0
0.6508283110158709
0.9201402345012238
0.8845048685970678
0.7943343471695316
0.0
0.0
0.0
0.283497558112999
0.0
0.0
0.0
0.9134549357834086
0.7569380213652264
0.0
0.7860207600144641
0.0
0.0
0.6873032268588134
0.0
0.9026273510573244
0.09186596010783701
0.886794854679896
0.0
0.8801680599294567
0.9663307928439364
0.0
0.0
0.8930736657562662
0.0
0.0
0.876232888734304
0.7335100791443663
0.0
0.9146181936634288
0.0001940516179040981
0.0
0.8434121679790285
0.0
0.4424563059090007
0.0
0.0
0.0
0.535057056003806
0.18511949635045433
0.0
0.0
0.9059622708197091
0.744423428674562
0.24550135706327078
0.0015406677573977373
0.8932780630459445
0.5657395643336993
0.0
0.8748344867332521
0.0
0.7764987822388817
0.9110069898147082
0.0
0.0
0.7068052359049052
0.7844765582448063
0.8718957376584677
0.9423694413982956
0.9103795918084976
0.9279055815032689
0.0
0.0
0.0
0.9265792851705491
0.0
0.923559410898341
0.9105882143825611
0.07189278779582241
